row,col,g,b
1,1,333.30000333299995,-33330.000333299999
4,1,-321.2530152607228,32125.301526072286
2,2,333.30000333299995,-33330.000333299999
5,2,-321.2530152607228,32125.301526072286
3,3,333.30000333299995,-33330.000333299999
6,3,-321.2530152607228,32125.301526072286
1,4,-321.2530152607228,32125.301526072286
4,4,1154016.308127159,-30964.146049226296
7,4,-1153706.6666666667,0
2,5,-321.2530152607228,32125.301526072286
5,5,1154016.308127159,-30964.146049226296
8,5,-1153706.6666666667,0
3,6,-321.2530152607228,32125.301526072286
6,6,1154016.308127159,-30964.146049226296
9,6,-1153706.6666666667,0
4,7,-1153706.6666666667,0
7,7,1153714.0768906807,-15.365347432691427
8,7,-3.5994460807116941,5.2745301246901954
9,7,-1.298863956003026,3.4261219345116132
10,7,-7.4102240139182189,15.365347680754365
11,7,3.5994460807116941,-5.2745302047441909
12,7,1.298863956003026,-3.4261219650229391
5,8,-1153706.6666666667,0
7,8,-3.5994460807116941,5.2745301246901954
8,8,1153714.9529843419,-15.92249185080435
9,8,-2.2048112898970258,4.1815827067136278
10,8,3.5994460807116941,-5.2745302047441909
11,8,-8.2863176751844705,15.922492112169566
12,8,2.2048112898970258,-4.1815827576022562
6,9,-1153706.6666666667,0
7,9,-1.298863956003026,3.4261219345116132
8,9,-2.2048112898970258,4.1815827067136278
9,9,1153713.3241070998,-14.828924587300945
10,9,1.298863956003026,-3.4261219650229391
11,9,2.2048112898970258,-4.1815827576022562
12,9,-6.6574404329267889,14.828924823154111
7,10,-7.4102240139182189,15.365347680754365
8,10,3.5994460807116941,-5.2745302047441909
9,10,1.298863956003026,-3.4261219650229391
10,10,17.290522699142517,-35.852477487650049
11,10,-8.3987075216606186,12.30723700430862
12,10,-3.030682564007062,7.994284531658705
13,10,-9.8802986852242984,20.487130241005826
14,10,4.7992614409489249,-7.0327069396589206
15,10,1.7318186080040361,-4.5681626200305878
7,11,3.5994460807116941,-5.2745302047441909
8,11,-8.2863176751844705,15.922492112169566
9,11,2.2048112898970258,-4.1815827576022562
10,11,-8.3987075216606186,12.30723700430862
11,11,19.334741242097092,-37.152480964866541
12,11,-5.1445596764263941,9.757026345350166
13,11,4.7992614409489249,-7.0327069396589206
14,11,-11.048423566912629,21.229989482892755
15,11,2.9397483865293692,-5.5754436768030091
7,12,1.298863956003026,-3.4261219650229391
8,12,2.2048112898970258,-4.1815827576022562
9,12,-6.6574404329267889,14.828924823154111
10,12,-3.030682564007062,7.994284531658705
11,12,-5.1445596764263941,9.757026345350166
12,12,15.534027676829234,-34.600823162463229
13,12,1.7318186080040361,-4.5681626200305878
14,12,2.9397483865293692,-5.5754436768030091
15,12,-8.8765872439023887,19.771899764205482
10,13,-9.8802986852242984,20.487130241005826
11,13,4.7992614409489249,-7.0327069396589206
12,13,1.7318186080040361,-4.5681626200305878
13,13,24.700746713060742,-51.217825292435869
14,13,-11.998153602372311,17.58176724907981
15,13,-4.3295465200100889,11.420406511937308
16,13,-14.820448027836438,30.730695361508729
17,13,7.1988921614233874,-10.549060409488382
18,13,2.5977279120060519,-6.8522439300458782
10,14,4.7992614409489249,-7.0327069396589206
11,14,-11.048423566912629,21.229989482892755
12,14,2.9397483865293692,-5.5754436768030091
13,14,-11.998153602372311,17.58176724907981
14,14,27.621058917281562,-53.074973380525371
15,14,-7.3493709663234199,13.938609128396738
16,14,7.1988921614233874,-10.549060409488382
17,14,-16.572635350368941,31.844984224339132
18,14,4.4096225797940516,-8.3631655152045123
10,15,1.7318186080040361,-4.5681626200305878
11,15,2.9397483865293692,-5.5754436768030091
12,15,-8.8765872439023887,19.771899764205482
13,15,-4.3295465200100889,11.420406511937308
14,15,-7.3493709663234199,13.938609128396738
15,15,22.191468109755974,-49.429749115697248
16,15,2.5977279120060519,-6.8522439300458782
17,15,4.4096225797940516,-8.3631655152045123
18,15,-13.314880865853578,29.657849646308222
13,16,-14.820448027836438,30.730695361508729
14,16,7.1988921614233874,-10.549060409488382
15,16,2.5977279120060519,-6.8522439300458782
16,16,34.745688829855098,-61.401062841393923
17,16,-11.998153602372311,17.58176724907981
18,16,-4.3295465200100889,11.420406511937308
19,16,-10.044942116794363,10.183237660048038
20,16,-9.8802986852242984,20.487130241005826
21,16,4.7992614409489249,-7.0327069396589206
22,16,1.7318186080040361,-4.5681626200305878
13,17,7.1988921614233874,-10.549060409488382
14,17,-16.572635350368941,31.844984224339132
15,17,4.4096225797940516,-8.3631655152045123
16,17,-11.998153602372311,17.58176724907981
17,17,27.621058917281566,-53.074973158345387
18,17,-7.3493709663234199,13.938609128396738
20,17,4.7992614409489249,-7.0327069396589206
21,17,-11.048423566912629,21.229989482892755
22,17,2.9397483865293692,-5.5754436768030091
13,18,2.5977279120060519,-6.8522439300458782
14,18,4.4096225797940516,-8.3631655152045123
15,18,-13.314880865853578,29.657849646308222
16,18,-4.3295465200100889,11.420406511937308
17,18,-7.3493709663234199,13.938609128396738
18,18,22.191468109755974,-49.429749115697248
20,18,1.7318186080040361,-4.5681626200305878
21,18,2.9397483865293692,-5.5754436768030091
22,18,-8.8765872439023887,19.771899764205482
16,19,-10.044942116794363,10.183237660048038
19,19,14.04419583667238,-4009.4369574269735
23,19,-3.9992537198780149,3999.253719878016
16,20,-9.8802986852242984,20.487130241005826
17,20,4.7992614409489249,-7.0327069396589206
18,20,1.7318186080040361,-4.5681626200305878
20,20,1153720.5645739541,-28.207125644585972
21,20,-5.868260919311747,9.0601407558032854
22,20,-3.4770045765558582,7.1255104176212072
24,20,-4.0176086022712472,7.719996128693106
25,20,1.0689994783628221,-2.0274339811426541
26,20,1.7451859685518221,-2.5573479855854782
66,20,-1153706.6666666667,0
16,21,4.7992614409489249,-7.0327069396589206
17,21,-11.048423566912629,21.229989482892755
18,21,2.9397483865293692,-5.5754436768030091
20,21,-5.868260919311747,9.0601407558032854
21,21,1153720.9429401725,-28.419770492156974
22,21,-3.5695005932357682,7.2365936447395427
24,21,1.0689994783628221,-2.0274339811426541
25,21,-3.2278499386984838,7.1897816917352779
26,21,0.62975220670639898,-1.661150069032614
67,21,-1153706.6666666667,0
16,22,1.7318186080040361,-4.5681626200305878
17,22,2.9397483865293692,-5.5754436768030091
18,22,-8.8765872439023887,19.771899764205482
20,22,-3.4770045765558582,7.1255104176212072
21,22,-3.5695005932357682,7.2365936447395427
22,22,1153719.1360897871,-27.221763667988512
24,22,1.7451859685518221,-2.5573479855854782
25,22,0.62975220670639898,-1.661150069032614
26,22,-3.5928358765285822,7.4498655550826989
68,22,-1153706.6666666667,0
19,23,-3.9992537198780149,3999.253719878016
22,23,-1.6734479912116937e-15,1.6576170278580908e-16
23,23,3.999253719878066,-3999.25371896461
20,24,-4.0176086022712472,7.719996128693106
21,24,1.0689994783628221,-2.0274339811426541
22,24,1.7451859685518221,-2.5573479855854782
24,24,1153714.7018838713,-15.439990770854557
25,24,-2.1379989567256397,4.0548677834040641
26,24,-3.4903719371036446,5.1146956897690288
27,24,-4.0176086022712498,7.7199962880862945
28,24,1.0689994783628229,-2.0274340121770131
29,24,1.7451859685518236,-2.5573480344062891
63,24,-1153706.6666666667,0
