bus_id,phase,scenario,p_pu,q_pu
150,a,h001,0.29265551071711698,0.115675415530812
150,b,h001,0.192421354541083,0.067263485489919006
150,c,h001,0.237971519213134,0.079364096443224993
150r,a,h001,2.4154500000000002e-10,-3.9984599999999999e-10
150r,b,h001,-2.8577400000000002e-10,-2.5339900000000002e-10
150r,c,h001,3.5801300000000001e-10,3.4614800000000002e-10
149,a,h001,-1.7210999999999999e-10,3.7468399999999998e-10
149,b,h001,2.2875699999999999e-10,2.6613800000000001e-10
149,c,h001,-1.48282e-10,-3.9672e-10
1,a,h001,-0.0080000335294450001,-0.0040000173485149997
1,b,h001,-0.0039999979044150003,-0.00199999800885
1,c,h001,-0.020522348201220002,-0.010261176996935999
7,a,h001,-0.0040000296158349997,-0.002000015129454
7,b,h001,-2.0999999999999999e-14,-2.0999999999999999e-14
7,c,h001,-2e-14,-1.6000000000000001e-14
8,a,h001,-5e-15,3.2000000000000002e-14
8,b,h001,-0.0039999947855449995,-0.0019999954395479996
8,c,h001,4.0000000000000003e-15,1.4999999999999999e-14
9,a,h001,-0.0080000763862799994,-0.0040000386365130003
13,a,h001,-9.0436999999999995e-10,8.8270099999999997e-10
13,b,h001,-3.0857399999999998e-10,-5.14122e-10
13,c,h001,-0.020211518934679998,-0.01010576449397
9r,a,h001,-0.012131569239381999,-0.0060657847041649992
18,a,h001,-0.015929111682474,-0.007964554677411001
18,b,h001,-0.0084115217065799993,-0.004205759534708
18,c,h001,-0.0079993697486359996,-0.0039996878719520002
25,a,h001,-0.015788913918241998,-0.0078944563478430003
25,b,h001,-5.9999999999999997e-15,-2.3999999999999999e-14
25,c,h001,-0.0079992995223490005,-0.0039996513555300003
25r,a,h001,-0.00801705893941,-0.004008529632709
25r,c,h001,-0.0079990510710289987,-0.0039995274884509994
35,a,h001,-0.056309000896226001,-0.031088850576883004
35,b,h001,-0.055012220571315003,-0.038099768998224995
35,c,h001,-0.040032994268569003,-0.025023785318197
52,a,h001,-0.019934936752633001,-0.0099674677272599994
52,b,h001,-0.0039999938172860005,-0.0019999947669320003
52,c,h001,-1.5000000000000009e-14,-2.7999999999999994e-14
57,a,h001,1.1e-14,-2.0000000000000002e-15
57,b,h001,-0.0081001216813530001,-0.0040500580678370004
57,c,h001,3.2000000000000002e-14,0
60,a,h001,-0.012000129268409002,-0.0060000634635760004
60,b,h001,4.5317200000000001e-10,2.7682499999999997e-10
60,c,h001,-0.0079611096125789989,-0.0039805541508759999
61,a,h001,-9.61821e-10,-7.4195300000000003e-10
61,b,h001,-1.6363999999999999e-10,-3.7734999999999999e-11
61,c,h001,2.5996300000000003e-10,5.5220000000000001e-12
64,a,h001,-0.008856602411542,-0.009088204755449001
64,b,h001,-0.022348532657806001,-0.012210374561082
64,c,h001,-0.026721865446632999,-0.012586600286738001
67,a,h001,-0.07689847082622199,-0.039502428346397001
67,b,h001,-0.060585210012037996,-0.037953389106286005
67,c,h001,-0.058959073396640992,-0.032708046038612992
97,a,h001,-0.0080000859542950012,-0.0040000460596059991
97,b,h001,-0.007999993979718999,-0.0039999911763240002
97,c,h001,-0.0085408727140900004,-0.0042704368899880007
83,a,h001,-2.0000000000000002e-15,1.1e-14
83,b,h001,-2.0000000000000002e-15,1.7e-14
83,c,h001,-0.0039998601747770002,-0.001999934628393
197,a,h001,-9.4218499999999989e-10,-4.5234700000000002e-10
197,b,h001,-0.015999986055731,-0.0079999812184469998
197,c,h001,-0.019999315800023999,-0.0099996751040050021
109,a,h001,-0.028582735878968001,-0.014291372969550999
135,a,h001,-1.9217200000000001e-10,3.9962000000000001e-11
135,b,h001,-1.1992099999999999e-10,-1.2513560000000001e-09
135,c,h001,-8.6230599999999996e-10,5.9465499999999995e-10
152,a,h001,8.6268199999999998e-10,-8.7732699999999998e-10
152,b,h001,1.801e-10,4.4407999999999998e-10
152,c,h001,6.6584900000000002e-10,5.0254100000000001e-10
160r,a,h001,1.5379999999999999e-12,8.5499999999999999e-13
160r,b,h001,2.3190000000000001e-12,1.9149999999999998e-12
160r,c,h001,6.1400000000000001e-13,8.5599999999999999e-13
160,a,h001,-6.6140499999999995e-10,4.1300500000000001e-10
160,b,h001,-5.5387199999999999e-10,-2.13893e-10
160,c,h001,-3.7635000000000001e-11,-6.7700900000000001e-10
61s,a,h001,9.7869999999999994e-10,7.2533300000000004e-10
61s,b,h001,-1.56177e-10,-4.2817000000000001e-11
61s,c,h001,-3.7364199999999998e-10,-1.9254e-11
610,a,h001,0,1.0000000000000001e-15
610,b,h001,0,1.0000000000000001e-15
610,c,h001,0,1.0000000000000001e-15
